ID,Publicacao_selecionada,Especie,Localidade,MUNICIPALITY,Estado,Pais,Longitude,Latitude,UC,Altitude,Olsoneconame
MOEC_00039,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.1409,-19.565723,NA,115,Pantanal
MOEC_00040,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.1409,-19.565723,NA,115,Pantanal
MOEC_00041,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140862,-19.583971,NA,113,Pantanal
MOEC_00042,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140862,-19.583971,NA,113,Pantanal
MOEC_00043,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140862,-19.583971,NA,113,Pantanal
MOEC_00044,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140862,-19.583971,NA,113,Pantanal
MOEC_00045,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140862,-19.583971,NA,113,Pantanal
MOEC_00046,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140978,-19.55709,NA,113,Pantanal
MOEC_00047,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140978,-19.55709,NA,113,Pantanal
MOEC_00048,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140978,-19.55709,NA,113,Pantanal
MOEC_00049,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140978,-19.55709,NA,113,Pantanal
MOEC_00050,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140978,-19.55709,NA,113,Pantanal
MOEC_00051,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152251,-19.538866,NA,117,Pantanal
MOEC_00052,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152251,-19.538866,NA,117,Pantanal
MOEC_00053,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152251,-19.538866,NA,117,Pantanal
MOEC_00054,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152251,-19.538866,NA,117,Pantanal
MOEC_00055,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152251,-19.538866,NA,117,Pantanal
MOEC_00056,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.141537,-19.502686,NA,108,Pantanal
MOEC_00057,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.141537,-19.502686,NA,108,Pantanal
MOEC_00058,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.141537,-19.502686,NA,108,Pantanal
MOEC_00059,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.141537,-19.502686,NA,108,Pantanal
MOEC_00060,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.141537,-19.502686,NA,108,Pantanal
MOEC_00061,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152155,-19.529793,NA,108,Pantanal
MOEC_00062,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152155,-19.529793,NA,108,Pantanal
MOEC_00063,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152155,-19.529793,NA,108,Pantanal
MOEC_00064,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152155,-19.529793,NA,108,Pantanal
MOEC_00065,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152155,-19.529793,NA,108,Pantanal
MOEC_00066,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.150944,-19.520702,NA,109,Pantanal
MOEC_00067,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.150944,-19.520702,NA,109,Pantanal
MOEC_00068,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.150944,-19.520702,NA,109,Pantanal
MOEC_00069,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.150944,-19.520702,NA,109,Pantanal
MOEC_00070,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.150944,-19.520702,NA,109,Pantanal
MOEC_00071,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152314,-19.511665,NA,117,Pantanal
MOEC_00072,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152314,-19.511665,NA,117,Pantanal
MOEC_00073,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152314,-19.511665,NA,117,Pantanal
MOEC_00074,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152314,-19.511665,NA,117,Pantanal
MOEC_00075,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152314,-19.511665,NA,117,Pantanal
MOEC_00076,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152339,-19.502681,NA,111,Pantanal
MOEC_00077,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152339,-19.502681,NA,111,Pantanal
MOEC_00078,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152339,-19.502681,NA,111,Pantanal
MOEC_00079,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152339,-19.502681,NA,111,Pantanal
MOEC_00080,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152339,-19.502681,NA,111,Pantanal
MOEC_00081,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.14255,-19.53897,NA,111,Pantanal
MOEC_00082,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.14255,-19.53897,NA,111,Pantanal
MOEC_00083,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.14255,-19.53897,NA,111,Pantanal
MOEC_00084,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.14255,-19.53897,NA,111,Pantanal
MOEC_00085,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.14255,-19.53897,NA,111,Pantanal
MOEC_00086,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142757,-19.529145,NA,109,Pantanal
MOEC_00087,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142757,-19.529145,NA,109,Pantanal
MOEC_00088,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142757,-19.529145,NA,109,Pantanal
MOEC_00089,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142757,-19.529145,NA,109,Pantanal
MOEC_00090,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142757,-19.529145,NA,109,Pantanal
MOEC_00091,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142339,-19.52064,NA,114,Pantanal
MOEC_00092,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142339,-19.52064,NA,114,Pantanal
MOEC_00093,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142339,-19.52064,NA,114,Pantanal
MOEC_00094,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142339,-19.52064,NA,114,Pantanal
MOEC_00095,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142339,-19.52064,NA,114,Pantanal
MOEC_00096,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142429,-19.510927,NA,109,Pantanal
MOEC_00097,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142429,-19.510927,NA,109,Pantanal
MOEC_00098,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142429,-19.510927,NA,109,Pantanal
MOEC_00099,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142429,-19.510927,NA,109,Pantanal
MOEC_00100,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.142429,-19.510927,NA,109,Pantanal
MOEC_00101,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132897,-19.584192,NA,109,Pantanal
MOEC_00102,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132897,-19.584192,NA,109,Pantanal
MOEC_00103,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132897,-19.584192,NA,109,Pantanal
MOEC_00104,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132897,-19.584192,NA,109,Pantanal
MOEC_00105,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132897,-19.584192,NA,109,Pantanal
MOEC_00106,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123345,-19.54822,NA,118,Pantanal
MOEC_00107,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123345,-19.54822,NA,118,Pantanal
MOEC_00108,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123345,-19.54822,NA,118,Pantanal
MOEC_00109,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123345,-19.54822,NA,118,Pantanal
MOEC_00110,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123345,-19.54822,NA,118,Pantanal
MOEC_00111,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13296,-19.575453,NA,119,Pantanal
MOEC_00112,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13296,-19.575453,NA,119,Pantanal
MOEC_00113,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13296,-19.575453,NA,119,Pantanal
MOEC_00114,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13296,-19.575453,NA,119,Pantanal
MOEC_00115,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13296,-19.575453,NA,119,Pantanal
MOEC_00116,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133015,-19.566149,NA,102,Pantanal
MOEC_00117,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133015,-19.566149,NA,102,Pantanal
MOEC_00118,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133015,-19.566149,NA,102,Pantanal
MOEC_00119,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133015,-19.566149,NA,102,Pantanal
MOEC_00120,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133015,-19.566149,NA,102,Pantanal
MOEC_00121,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132819,-19.557143,NA,115,Pantanal
MOEC_00122,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132819,-19.557143,NA,115,Pantanal
MOEC_00123,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132819,-19.557143,NA,115,Pantanal
MOEC_00124,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132819,-19.557143,NA,115,Pantanal
MOEC_00125,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132819,-19.557143,NA,115,Pantanal
MOEC_00126,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132883,-19.548444,NA,114,Pantanal
MOEC_00127,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132883,-19.548444,NA,114,Pantanal
MOEC_00128,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132883,-19.548444,NA,114,Pantanal
MOEC_00129,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132883,-19.548444,NA,114,Pantanal
MOEC_00130,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132883,-19.548444,NA,114,Pantanal
MOEC_00131,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123213,-19.583008,NA,110,Pantanal
MOEC_00132,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123213,-19.583008,NA,110,Pantanal
MOEC_00133,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123213,-19.583008,NA,110,Pantanal
MOEC_00134,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123213,-19.583008,NA,110,Pantanal
MOEC_00135,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123213,-19.583008,NA,110,Pantanal
MOEC_00136,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122458,-19.575198,NA,110,Pantanal
MOEC_00137,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122458,-19.575198,NA,110,Pantanal
MOEC_00138,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122458,-19.575198,NA,110,Pantanal
MOEC_00139,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122458,-19.575198,NA,110,Pantanal
MOEC_00140,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122458,-19.575198,NA,110,Pantanal
MOEC_00141,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123339,-19.566192,NA,109,Pantanal
MOEC_00142,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123339,-19.566192,NA,109,Pantanal
MOEC_00143,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123339,-19.566192,NA,109,Pantanal
MOEC_00144,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123339,-19.566192,NA,109,Pantanal
MOEC_00145,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123339,-19.566192,NA,109,Pantanal
MOEC_00146,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123246,-19.557136,NA,113,Pantanal
MOEC_00147,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123246,-19.557136,NA,113,Pantanal
MOEC_00148,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123246,-19.557136,NA,113,Pantanal
MOEC_00149,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123246,-19.557136,NA,113,Pantanal
MOEC_00150,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123246,-19.557136,NA,113,Pantanal
MOEC_00151,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13307,-19.539455,NA,111,Pantanal
MOEC_00152,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13307,-19.539455,NA,111,Pantanal
MOEC_00153,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13307,-19.539455,NA,111,Pantanal
MOEC_00154,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13307,-19.539455,NA,111,Pantanal
MOEC_00155,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.13307,-19.539455,NA,111,Pantanal
MOEC_00156,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123284,-19.502491,NA,112,Pantanal
MOEC_00157,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123284,-19.502491,NA,112,Pantanal
MOEC_00158,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123284,-19.502491,NA,112,Pantanal
MOEC_00159,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123284,-19.502491,NA,112,Pantanal
MOEC_00160,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123284,-19.502491,NA,112,Pantanal
MOEC_00161,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133114,-19.529936,NA,114,Pantanal
MOEC_00162,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133114,-19.529936,NA,114,Pantanal
MOEC_00163,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133114,-19.529936,NA,114,Pantanal
MOEC_00164,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133114,-19.529936,NA,114,Pantanal
MOEC_00165,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133114,-19.529936,NA,114,Pantanal
MOEC_00166,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133016,-19.520978,NA,115,Pantanal
MOEC_00167,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133016,-19.520978,NA,115,Pantanal
MOEC_00168,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133016,-19.520978,NA,115,Pantanal
MOEC_00169,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133016,-19.520978,NA,115,Pantanal
MOEC_00170,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.133016,-19.520978,NA,115,Pantanal
MOEC_00171,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132783,-19.511649,NA,114,Pantanal
MOEC_00172,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132783,-19.511649,NA,114,Pantanal
MOEC_00173,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132783,-19.511649,NA,114,Pantanal
MOEC_00174,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132783,-19.511649,NA,114,Pantanal
MOEC_00175,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132783,-19.511649,NA,114,Pantanal
MOEC_00176,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132918,-19.502439,NA,109,Pantanal
MOEC_00177,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132918,-19.502439,NA,109,Pantanal
MOEC_00178,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132918,-19.502439,NA,109,Pantanal
MOEC_00179,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132918,-19.502439,NA,109,Pantanal
MOEC_00180,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.132918,-19.502439,NA,109,Pantanal
MOEC_00181,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122161,-19.53892,NA,109,Pantanal
MOEC_00182,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122161,-19.53892,NA,109,Pantanal
MOEC_00183,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122161,-19.53892,NA,109,Pantanal
MOEC_00184,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122161,-19.53892,NA,109,Pantanal
MOEC_00185,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.122161,-19.53892,NA,109,Pantanal
MOEC_00186,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123355,-19.529951,NA,109,Pantanal
MOEC_00187,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123355,-19.529951,NA,109,Pantanal
MOEC_00188,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123355,-19.529951,NA,109,Pantanal
MOEC_00189,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123355,-19.529951,NA,109,Pantanal
MOEC_00190,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123355,-19.529951,NA,109,Pantanal
MOEC_00191,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123205,-19.520924,NA,109,Pantanal
MOEC_00192,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123205,-19.520924,NA,109,Pantanal
MOEC_00193,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.123205,-19.520924,NA,109,Pantanal
