ID,Publicacao_selecionada,Especie,Localidade,MUNICIPALITY,Estado,Pais,Longitude,Latitude,UC,Altitude,Olsoneconame
FRMC_00144,NA,Dasypus novemcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.417522,-18.605914,No,671,Alto Parana Atlantic forests
FRMC_00145,NA,Dasypus novemcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.489772,-18.569015,No,604,Alto Parana Atlantic forests
FRMC_00146,NA,Dasypus novemcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.491467,-18.553449,No,638,Alto Parana Atlantic forests
FRMC_00147,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.491467,-18.553449,No,638,Alto Parana Atlantic forests
FRMC_00148,NA,Dasypus novemcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.498303,-18.554813,No,607,Alto Parana Atlantic forests
FRMC_00149,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.498303,-18.554813,No,607,Alto Parana Atlantic forests
FRMC_00150,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.499371,-18.550429,No,607,Alto Parana Atlantic forests
FRMC_00151,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.543462,-18.54158,No,547,Alto Parana Atlantic forests
FRMC_00152,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.536308,-18.549181,No,559,Alto Parana Atlantic forests
FRMC_00153,NA,Tamandua tetradactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.536308,-18.549181,No,559,Alto Parana Atlantic forests
FRMC_00154,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.480331,-18.451972,No,712,Alto Parana Atlantic forests
FRMC_00155,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.514838,-18.458957,No,745,Alto Parana Atlantic forests
FRMC_00156,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.462288,-18.425324,No,595,Alto Parana Atlantic forests
FRMC_00157,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.562739,-18.475438,No,578,Alto Parana Atlantic forests
FRMC_00158,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.543406,-18.537506,No,547,Alto Parana Atlantic forests
FRMC_00159,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.318253,-18.619967,No,573,Alto Parana Atlantic forests
FRMC_00160,NA,Tamandua tetradactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.318253,-18.619967,No,573,Alto Parana Atlantic forests
FRMC_00161,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.320258,-18.618334,No,573,Alto Parana Atlantic forests
FRMC_00163,NA,Tamandua tetradactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.320258,-18.618334,No,573,Alto Parana Atlantic forests
FRMC_00164,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.320624,-18.61731,No,573,Alto Parana Atlantic forests
FRMC_00165,NA,Tamandua tetradactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.320624,-18.61731,No,573,Alto Parana Atlantic forests
FRMC_00166,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.31234,-18.63396,No,623,Alto Parana Atlantic forests
FRMC_00168,NA,Cabassous unicinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.310751,-18.611552,No,628,Alto Parana Atlantic forests
FRMC_00169,NA,Euphractus sexcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.310751,-18.611552,No,628,Alto Parana Atlantic forests
FRMC_00171,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.302741,-18.619835,No,629,Alto Parana Atlantic forests
FRMC_00172,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.395416,-18.617701,No,643,Alto Parana Atlantic forests
FRMC_00173,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.408293,-18.589911,No,741,Alto Parana Atlantic forests
FRMC_00174,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.338137,-18.626417,No,562,Alto Parana Atlantic forests
FRMC_00176,NA,Tamandua tetradactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.320258,-18.618334,No,573,Alto Parana Atlantic forests
FRMC_00177,NA,Dasypus novemcinctus,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.314395,-18.618314,No,598,Alto Parana Atlantic forests
FRMC_00178,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.314395,-18.618314,No,598,Alto Parana Atlantic forests
FRMC_00179,NA,Myrmecophaga tridactyla,Bacia do Rio Araguari,ARAGUARI,MINAS GERAIS,BRAZIL,-48.310751,-18.611552,No,628,Alto Parana Atlantic forests
FRMC_00181,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.135871,-18.40736,No,560,Cerrado
FRMC_00182,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.112704,-18.40243,No,566,Cerrado
FRMC_00183,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.121954,-18.400607,No,541,Cerrado
FRMC_00184,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.134104,-18.39691,No,576,Cerrado
FRMC_00185,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.140625,-18.38923,No,540,Cerrado
FRMC_00186,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.171988,-18.365988,No,537,Cerrado
FRMC_00187,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.171988,-18.365988,No,537,Cerrado
FRMC_00188,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.140735,-18.35082,No,694,Cerrado
FRMC_00189,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.150503,-18.384394,No,541,Cerrado
FRMC_00190,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.099659,-18.349947,No,635,Cerrado
FRMC_00191,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.097267,-18.401935,No,625,Cerrado
FRMC_00192,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.082491,-18.404887,No,576,Cerrado
FRMC_00193,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.082491,-18.404887,No,576,Cerrado
FRMC_00194,NA,Tamandua tetradactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.082491,-18.404887,No,576,Cerrado
FRMC_00195,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.097149,-18.38188,No,601,Cerrado
FRMC_00196,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.110221,-18.375524,No,640,Cerrado
FRMC_00197,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.098856,-18.373708,No,655,Cerrado
FRMC_00198,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.0983,-18.388245,No,607,Cerrado
FRMC_00199,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.081873,-18.383163,No,597,Cerrado
FRMC_00200,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.082398,-18.390196,No,619,Cerrado
FRMC_00201,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.113122,-18.36198,No,717,Cerrado
FRMC_00202,NA,Tamandua tetradactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.113122,-18.36198,No,717,Cerrado
FRMC_00203,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.130862,-18.364288,No,716,Cerrado
FRMC_00204,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.119797,-18.360365,No,734,Cerrado
FRMC_00205,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.119797,-18.360365,No,734,Cerrado
FRMC_00206,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.119797,-18.360365,No,734,Cerrado
FRMC_00207,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.119797,-18.360365,No,734,Cerrado
FRMC_00208,NA,Tamandua tetradactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.119797,-18.360365,No,734,Cerrado
FRMC_00209,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.166533,-18.350863,No,613,Cerrado
FRMC_00210,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.166533,-18.350863,No,613,Cerrado
FRMC_00211,NA,Tamandua tetradactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.166533,-18.350863,No,613,Cerrado
FRMC_00212,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.159069,-18.35738,No,613,Cerrado
FRMC_00213,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.161812,-18.342883,No,652,Cerrado
FRMC_00214,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.15364,-18.348838,No,716,Cerrado
FRMC_00215,NA,Tamandua tetradactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.15364,-18.348838,No,716,Cerrado
FRMC_00216,NA,Euphractus sexcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.135871,-18.40736,No,560,Cerrado
FRMC_00217,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.117031,-18.40124,No,541,Cerrado
FRMC_00218,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.134104,-18.39691,No,576,Cerrado
FRMC_00219,NA,Myrmecophaga tridactyla,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.140625,-18.38923,No,540,Cerrado
FRMC_00231,NA,Dasypus novemcinctus,Limoeiro,CUMARI,GOIAS,BRAZIL,-48.10259,-18.388614,No,625,Cerrado
INFR_00031,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.05055556,-30.35583333,Yes,91,Uruguayan savanna
INFR_00032,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.04444444,-30.3575,Yes,21,Uruguayan savanna
INFR_00033,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.04,-30.35361,Yes,128,Uruguayan savanna
INFR_00034,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.03388889,-30.35111111,Yes,128,Uruguayan savanna
INFR_00035,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.02888889,-30.35388889,Yes,94,Uruguayan savanna
INFR_00036,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.03,-30.35833333,Yes,94,Uruguayan savanna
INFR_00037,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.02806,-30.36861111,Yes,58,Uruguayan savanna
INFR_00038,NA,Dasypus novemcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.02444,-30.37333333,Yes,188,Uruguayan savanna
INFR_00039,NA,Euphractus sexcinctus,Parque Estadual de Itapua,VIAMAO,RIO GRANDE DO SUL,BRAZIL,-51.02444,-30.37333333,Yes,188,Uruguayan savanna
INFR_00040,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.3645,-29.86756,No,7,Uruguayan savanna
INFR_00041,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36408,-29.86592,No,6,Uruguayan savanna
INFR_00042,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.3647,-29.86355,No,6,Uruguayan savanna
INFR_00043,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36596,-29.86428,No,6,Uruguayan savanna
INFR_00044,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,ANTONIO PRADO,RIO GRANDE DO SUL,BRAZIL,-51.36497,-28.86194,No,731,Araucaria moist forests
INFR_00045,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36681,-29.86247,No,20,Uruguayan savanna
INFR_00046,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36686,-29.86117,No,20,Uruguayan savanna
INFR_00047,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37094,-29.86267,No,20,Uruguayan savanna
INFR_00048,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37281,-29.86158,No,20,Uruguayan savanna
INFR_00049,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37378,-29.86292,No,20,Uruguayan savanna
INFR_00050,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37,-29.86667,No,14,Uruguayan savanna
INFR_00051,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36806,-29.86667,No,14,Uruguayan savanna
INFR_00052,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36781,-29.86667,No,14,Uruguayan savanna
INFR_00053,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36417,-29.86611,No,6,Uruguayan savanna
INFR_00054,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36639,-29.86333,No,6,Uruguayan savanna
INFR_00055,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36444,-29.86389,No,6,Uruguayan savanna
INFR_00056,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36417,-29.96167,No,4,Uruguayan savanna
INFR_00057,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36778,-29.86167,No,20,Uruguayan savanna
INFR_00058,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37083,-29.86139,No,20,Uruguayan savanna
INFR_00059,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37306,-29.86278,No,20,Uruguayan savanna
INFR_00060,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.3675,-29.85111,No,12,Uruguayan savanna
INFR_00061,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37139,-29.86306,No,20,Uruguayan savanna
INFR_00062,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36389,-29.86583,No,6,Uruguayan savanna
INFR_00063,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.37028,-29.8675,No,14,Uruguayan savanna
INFR_00064,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36444,-29.86778,No,7,Uruguayan savanna
INFR_00065,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36917,-29.86917,No,14,Uruguayan savanna
INFR_00066,NA,Euphractus sexcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36917,-29.86917,No,14,Uruguayan savanna
INFR_00067,NA,Dasypus novemcinctus,Estacao Ambiental Braskem,TRIUNFO,RIO GRANDE DO SUL,BRAZIL,-51.36417,-29.86611,No,6,Uruguayan savanna
INFR_00091,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.53,-30.51361,Yes,156,Uruguayan savanna
INFR_00092,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.53306,-30.50694,Yes,156,Uruguayan savanna
INFR_00093,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.55444,-30.49028,Yes,158,Uruguayan savanna
INFR_00094,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.56083,-30.47722,Yes,164,Uruguayan savanna
INFR_00095,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.555472,-30.488917,Yes,158,Uruguayan savanna
INFR_00096,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.561,-30.477444,Yes,164,Uruguayan savanna
INFR_00097,NA,Dasypus novemcinctus,APA do Ibirapuita,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,BRAZIL,-55.550083,-30.4685,Yes,153,Uruguayan savanna
LISE_00037,,Tolypeutes tricinctus,Parque Eolico Brotas de Macaubas,BROTAS DE MACAUBAS,BAHIA,BRAZIL,-42.3506,-12.3237,No,1110,Caatinga
LISE_00038,,Tolypeutes tricinctus,Parque Eolico Brotas de Macaubas,BROTAS DE MACAUBAS,BAHIA,BRAZIL,-42.3234,-12.3615,No,1223,Caatinga
LISE_00039,,Tolypeutes tricinctus,Parque Eolico Brotas de Macaubas,BROTAS DE MACAUBAS,BAHIA,BRAZIL,-42.3711,-12.265,No,1115,Caatinga
LISE_00041,,Cabassous sp.,Parque Eolico Brotas de Macaubas,BROTAS DE MACAUBAS,BAHIA,BRAZIL,-42.3234,-12.3615,No,1223,Caatinga
MAGO_00008,NA,Choloepus didactylus,APA Campus UFAM,MANAUS,AMAZONAS,BRAZIL,-59.961462,-3.08434,Yes,77,Japura-Solimoes-Negro moist forests
MAGO_00009,NA,Bradypus tridactylus,APA Campus UFAM,MANAUS,AMAZONAS,BRAZIL,-59.973476,-3.10116,Yes,67,Japura-Solimoes-Negro moist forests
MOEC_00001,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.151352,-19.582419,Yes,109,Pantanal
MOEC_00002,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.151352,-19.582419,Yes,109,Pantanal
MOEC_00003,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.151352,-19.582419,Yes,109,Pantanal
MOEC_00004,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.151352,-19.582419,Yes,109,Pantanal
MOEC_00005,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.151352,-19.582419,Yes,109,Pantanal
MOEC_00006,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140401,-19.548019,Yes,114,Pantanal
MOEC_00007,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140401,-19.548019,NA,114,Pantanal
MOEC_00008,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140401,-19.548019,NA,114,Pantanal
MOEC_00009,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140401,-19.548019,NA,114,Pantanal
MOEC_00010,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140401,-19.548019,NA,114,Pantanal
MOEC_00011,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152253,-19.575382,NA,109,Pantanal
MOEC_00012,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152253,-19.575382,NA,109,Pantanal
MOEC_00013,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152253,-19.575382,NA,109,Pantanal
MOEC_00014,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152253,-19.575382,NA,109,Pantanal
MOEC_00015,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152253,-19.575382,NA,109,Pantanal
MOEC_00016,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152218,-19.566042,NA,103,Pantanal
MOEC_00017,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152218,-19.566042,NA,103,Pantanal
MOEC_00018,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152218,-19.566042,NA,103,Pantanal
MOEC_00019,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152218,-19.566042,NA,103,Pantanal
MOEC_00020,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152218,-19.566042,NA,103,Pantanal
MOEC_00021,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152191,-19.557086,NA,109,Pantanal
MOEC_00022,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152191,-19.557086,NA,109,Pantanal
MOEC_00023,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152191,-19.557086,NA,109,Pantanal
MOEC_00024,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152191,-19.557086,NA,109,Pantanal
MOEC_00025,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152191,-19.557086,NA,109,Pantanal
MOEC_00026,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152307,-19.547953,NA,105,Pantanal
MOEC_00027,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152307,-19.547953,NA,105,Pantanal
MOEC_00028,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152307,-19.547953,NA,105,Pantanal
MOEC_00029,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152307,-19.547953,NA,105,Pantanal
MOEC_00030,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.152307,-19.547953,NA,105,Pantanal
MOEC_00031,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140998,-19.574992,NA,114,Pantanal
MOEC_00032,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140998,-19.574992,NA,114,Pantanal
MOEC_00033,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140998,-19.574992,NA,114,Pantanal
MOEC_00034,NA,Dasypus novemcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140998,-19.574992,NA,114,Pantanal
MOEC_00035,NA,Priodontes maximus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.140998,-19.574992,NA,114,Pantanal
MOEC_00036,NA,Myrmecophaga tridactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.1409,-19.565723,NA,115,Pantanal
MOEC_00037,NA,Tamandua tetradactyla,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.1409,-19.565723,NA,115,Pantanal
MOEC_00038,NA,Euphractus sexcinctus,Fazenda Barranco Alto,AQUIDAUANA,MATO GROSSO DO SUL,BRAZIL,-56.1409,-19.565723,NA,115,Pantanal
